qf,Approach,estimate__,lower__,upper__
1.106090818420776,IR,0.2928093255193187,0.2575594792019237,0.3286176667734052
1.106090818420776,VSM,0.3691943458339736,0.3293569046975435,0.4086930839971469
1.106090818420776,LSI,0.3776980719196466,0.3382324777552017,0.4158841345882198
1.1473609509273222,FTLR,0.3689645832535479,0.33024533993581756,0.4068903690339616
1.1473609509273222,LiSSA,0.3984021450361931,0.36094168927610326,0.4362814513343496
1.1473609509273222,IR,0.2924028120719475,0.2568127501837239,0.3287805098129116
1.1473609509273222,VSM,0.36969478480776696,0.3294412502960071,0.4099416030743755
1.1473609509273222,LSI,0.3773625090815694,0.33740098960499476,0.41607785262889097
1.1886310834338678,FTLR,0.3687703178000328,0.3293779420051727,0.4069711283820755
1.1886310834338678,LiSSA,0.39850350549465796,0.36032949533793396,0.4368906940410273
1.1886310834338678,IR,0.29202606267966136,0.2560671553156319,0.32897952793966506
1.1886310834338678,VSM,0.37021079410776603,0.32930378591534704,0.4110346366902536
1.1886310834338678,LSI,0.37700938507041026,0.3364762530910027,0.4162863100594408
1.2299012159404135,FTLR,0.3685591709164707,0.3285456834409828,0.40741586185821477
1.2299012159404135,LiSSA,0.39859758294646364,0.35986412946508795,0.4375085024890717
1.2299012159404135,IR,0.2916858029862593,0.25516422888397533,0.32903129338244186
1.2299012159404135,VSM,0.3707889213088434,0.3293836447701856,0.41196558266451777
1.2299012159404135,LSI,0.3766914450762293,0.3356474528721757,0.41649145658222425
1.2711713484469591,FTLR,0.36836114692855154,0.32772043734886785,0.4076508840415128
1.2711713484469591,LiSSA,0.3987550592123172,0.35944859676494173,0.43814596770827663
1.2711713484469591,IR,0.29132832586669877,0.25429766061133396,0.32916698638593267
1.2711713484469591,VSM,0.37135451768148464,0.3293431055891984,0.41292445590034593
1.2711713484469591,LSI,0.3763760569495558,0.3348388508523921,0.4166345969569067
1.3124414809535052,FTLR,0.3681446698605845,0.32681355473449913,0.40786615509277313
1.3124414809535052,LiSSA,0.39881655467857,0.35907011264817723,0.43874528724018547
1.3124414809535052,IR,0.29100302007832207,0.2533590162723145,0.32935222854189367
1.3124414809535052,VSM,0.37188791981494085,0.3293623124409628,0.4138620161166391
1.3124414809535052,LSI,0.3760776710717679,0.33404454795366406,0.41687880561457846
1.3537116134600509,FTLR,0.3679003123084601,0.32600569957098813,0.4081752829650432
1.3537116134600509,LiSSA,0.39894571829620906,0.35856991094905527,0.4392788805285925
1.3537116134600509,IR,0.2906407304269134,0.25245018829672444,0.3296294763604227
1.3537116134600509,VSM,0.372508720439087,0.32938141604893445,0.41488035065291573
1.3537116134600509,LSI,0.3757518329668632,0.3332372874629664,0.4170564373032582
1.3949817459665965,FTLR,0.3676403466079124,0.32521351080834204,0.40837015661594345
1.3949817459665965,LiSSA,0.3990228617681961,0.3583425415395637,0.43993335718493337
1.3949817459665965,IR,0.29028924336429773,0.25146056500181546,0.32976596307793693
1.3949817459665965,VSM,0.3730435641774633,0.32943291984496376,0.41576524124843284
1.3949817459665965,LSI,0.3754970033800529,0.3322956383110804,0.4172696441142151
1.4362518784731426,FTLR,0.3674076098607436,0.32448455778701063,0.40870356931852403
1.4362518784731426,LiSSA,0.39910958781801376,0.35792632507710337,0.4405802963298736
1.4362518784731426,IR,0.28990331964821464,0.250539362947562,0.3299235456530168
1.4362518784731426,VSM,0.37354220218719797,0.3294932624591284,0.41687297506492876
1.4362518784731426,LSI,0.37510118802114434,0.3312379631988178,0.41751508190553177
1.4775220109796883,FTLR,0.3672317528569051,0.3237211750955823,0.4090550152011588
1.4775220109796883,LiSSA,0.39925780208091327,0.35753583351603724,0.44124789561156125
1.4775220109796883,IR,0.28955932361828374,0.2498074847707722,0.33011414835719244
1.4775220109796883,VSM,0.3740930542582387,0.3295228557287495,0.41809274278684033
1.4775220109796883,LSI,0.3747679903246248,0.33029366348625877,0.4176183458950486
1.518792143486234,FTLR,0.3670002425694353,0.322998785260147,0.40932398571798184
1.518792143486234,LiSSA,0.39938150114750404,0.3570679783741995,0.44174498569350473
1.518792143486234,IR,0.28917978374002135,0.24893544463794604,0.3303401478729348
1.518792143486234,VSM,0.3747222239947716,0.3294418028401383,0.4190805849686235
1.518792143486234,LSI,0.3744232662199636,0.3293218146805632,0.41795177594272975
1.5600622759927796,FTLR,0.36677407337481616,0.322162063544026,0.40978833423494054
1.5600622759927796,LiSSA,0.39947653025295443,0.35650396931589184,0.4422405565060034
1.5600622759927796,IR,0.28882612144098374,0.24803695150036112,0.3306252795529515
1.5600622759927796,VSM,0.37523748984108424,0.32936315895699875,0.42006226954977505
1.5600622759927796,LSI,0.3740994435032833,0.32850663288234133,0.41823514442058995
1.6013324084993252,FTLR,0.36652643882411856,0.32130542889479596,0.410068711708605
1.6013324084993252,LiSSA,0.39958507779954544,0.35582025701776043,0.442897303228594
1.6013324084993252,IR,0.2883966673743116,0.24711545608584523,0.3307043753114716
1.6013324084993252,VSM,0.3757677636360057,0.32928220557458066,0.42121736632128043
1.6013324084993252,LSI,0.3737378559423288,0.3274073913994378,0.4185177403050765
1.6426025410058713,FTLR,0.36626586282503354,0.32042481299867726,0.4104220383573579
1.6426025410058713,LiSSA,0.39968320698588006,0.3553320872364795,0.4435291391753257
1.6426025410058713,IR,0.2880363307513698,0.24615479052634706,0.33095831066845416
1.6426025410058713,VSM,0.3762738675467468,0.3290972853955779,0.4222678568655943
1.6426025410058713,LSI,0.3734024097778679,0.32657308113091577,0.41857828608685543
1.683872673512417,FTLR,0.366076206978852,0.31959914007709633,0.4108853600868194
1.683872673512417,LiSSA,0.3997911257133906,0.35486649403619397,0.4441102739796161
1.683872673512417,IR,0.28768086203331433,0.24515649950858232,0.3311622373611541
1.683872673512417,VSM,0.37684731549776845,0.32898817579951456,0.42335413750609024
1.683872673512417,LSI,0.3730474946936306,0.3256093090854621,0.4187988288364837
1.7251428060189626,FTLR,0.36582106298680683,0.31883822988178007,0.41108259816816717
1.7251428060189626,LiSSA,0.3998637900642316,0.3544147278056585,0.44469594005633306
1.7251428060189626,IR,0.28733332930076927,0.2441481447192669,0.33145380450632667
1.7251428060189626,VSM,0.37742649703771086,0.32894661589636526,0.4245260776690584
1.7251428060189626,LSI,0.3727101924549673,0.32468079713247694,0.4191214170438943
1.7664129385255087,FTLR,0.36559812140139536,0.31793770492138074,0.4114081938326841
1.7664129385255087,LiSSA,0.3999537968700893,0.35393357589228797,0.44530313927411685
1.7664129385255087,IR,0.28698438423608597,0.24316343014934164,0.3316588161706576
1.7664129385255087,VSM,0.37796534503331625,0.3288728759163895,0.42561360060112496
1.7664129385255087,LSI,0.3724089981702927,0.3236441983433709,0.4192203353542717
1.8076830710320544,FTLR,0.36536727310662875,0.3170209276705973,0.41177503002643295
1.8076830710320544,LiSSA,0.40005001065577206,0.35351024255260216,0.4459266049344968
1.8076830710320544,IR,0.2866041689523058,0.24218158127750639,0.33182798683111914
1.8076830710320544,VSM,0.3784593751857071,0.3285801091993617,0.42663422071713225
1.8076830710320544,LSI,0.37206900482989613,0.32258324923656717,0.41960350380783007
1.8489532035386,FTLR,0.3651301053086128,0.31602602195190865,0.4122998317938002
1.8489532035386,LiSSA,0.4001071817632388,0.35293852700441886,0.4466001506916417
1.8489532035386,IR,0.28621670433391955,0.24128965787756973,0.3320265673980636
1.8489532035386,VSM,0.3789759531029582,0.32841844352908595,0.4278218925165003
1.8489532035386,LSI,0.37172087795921943,0.3215291821613318,0.4199246707484113
1.8902233360451457,FTLR,0.3648717554156192,0.3151906998950023,0.41270161583976833
1.8902233360451457,LiSSA,0.40018927670163407,0.3524132649999214,0.44729361714497384
1.8902233360451457,IR,0.2858599923613518,0.24037687438220118,0.3323455069191828
1.8902233360451457,VSM,0.37951368401283486,0.32825906613022576,0.428887285892673
1.8902233360451457,LSI,0.37147028478506405,0.3204745734758079,0.42020727922440865
1.9314934685516914,FTLR,0.3646891205775808,0.3141880374053871,0.41305994490131215
1.9314934685516914,LiSSA,0.4002831125027354,0.35193710260474803,0.44798676160034057
1.9314934685516914,IR,0.2855080978654801,0.23942935598082007,0.3327021788771439
1.9314934685516914,VSM,0.3800759158533772,0.3282157599342154,0.4301350321120415
1.9314934685516914,LSI,0.37112623979901305,0.3196152875039901,0.42040273178648874
1.9727636010582374,FTLR,0.3644237083068357,0.3131690699119019,0.4134127608953834
1.9727636010582374,LiSSA,0.40036086973929413,0.3513795229188408,0.44851206847064146
1.9727636010582374,IR,0.285096298368686,0.23828120993283833,0.33305476022671854
1.9727636010582374,VSM,0.38059814833847494,0.32792951184972724,0.4313613205991109
1.9727636010582374,LSI,0.3707578736256333,0.31859440009938234,0.4206897370666984
2.014033733564783,FTLR,0.3641663341333472,0.3123895800623997,0.4137794753396674
2.014033733564783,LiSSA,0.40054682364516925,0.3508193228834724,0.44902859610567275
2.014033733564783,IR,0.28480679389070146,0.2374071966771384,0.3332757520189096
2.014033733564783,VSM,0.3811453262449419,0.3278517901898344,0.43255318404318066
